================ Training Loss (Mon Apr 29 00:28:15 2019) ================
================ Training Loss (Mon Apr 29 00:39:55 2019) ================
================ Training Loss (Mon Apr 29 00:41:23 2019) ================
================ Training Loss (Mon Apr 29 00:44:30 2019) ================
================ Training Loss (Mon Apr 29 00:45:27 2019) ================
================ Training Loss (Mon Apr 29 00:46:19 2019) ================
================ Training Loss (Mon Apr 29 00:47:05 2019) ================
================ Training Loss (Mon Apr 29 00:52:23 2019) ================
(epoch: 1, iters: 100, time: 0.162, data: 0.165) D_A: 0.699 G_A: 1.060 cycle_A: 2.347 idt_A: 1.100 D_B: 0.717 G_B: 1.329 cycle_B: 1.932 idt_B: 1.366 
(epoch: 1, iters: 200, time: 0.161, data: 0.003) D_A: 0.586 G_A: 1.065 cycle_A: 1.761 idt_A: 0.625 D_B: 0.490 G_B: 0.980 cycle_B: 1.358 idt_B: 0.887 
(epoch: 1, iters: 300, time: 0.162, data: 0.003) D_A: 0.737 G_A: 1.343 cycle_A: 1.474 idt_A: 0.525 D_B: 0.545 G_B: 0.875 cycle_B: 1.204 idt_B: 0.729 
(epoch: 1, iters: 400, time: 0.228, data: 0.003) D_A: 0.303 G_A: 0.775 cycle_A: 1.159 idt_A: 0.528 D_B: 0.352 G_B: 0.738 cycle_B: 1.239 idt_B: 0.562 
(epoch: 1, iters: 500, time: 0.162, data: 0.003) D_A: 0.194 G_A: 0.764 cycle_A: 1.243 idt_A: 0.491 D_B: 0.828 G_B: 1.155 cycle_B: 1.130 idt_B: 0.560 
(epoch: 1, iters: 600, time: 0.162, data: 0.003) D_A: 0.326 G_A: 0.851 cycle_A: 1.374 idt_A: 0.561 D_B: 0.324 G_B: 0.593 cycle_B: 1.262 idt_B: 0.657 
(epoch: 1, iters: 700, time: 0.163, data: 0.004) D_A: 0.818 G_A: 1.250 cycle_A: 0.973 idt_A: 0.714 D_B: 0.265 G_B: 0.492 cycle_B: 1.652 idt_B: 0.469 
(epoch: 1, iters: 800, time: 0.232, data: 0.004) D_A: 0.228 G_A: 0.674 cycle_A: 1.321 idt_A: 0.412 D_B: 0.288 G_B: 0.476 cycle_B: 0.917 idt_B: 0.663 
(epoch: 1, iters: 900, time: 0.162, data: 0.003) D_A: 0.175 G_A: 0.570 cycle_A: 1.102 idt_A: 0.559 D_B: 0.296 G_B: 0.366 cycle_B: 1.261 idt_B: 0.465 
(epoch: 1, iters: 1000, time: 0.162, data: 0.003) D_A: 0.527 G_A: 0.893 cycle_A: 1.341 idt_A: 0.435 D_B: 0.526 G_B: 0.686 cycle_B: 0.931 idt_B: 0.584 
(epoch: 1, iters: 1100, time: 0.163, data: 0.003) D_A: 0.128 G_A: 0.603 cycle_A: 1.159 idt_A: 0.317 D_B: 0.288 G_B: 0.386 cycle_B: 0.743 idt_B: 0.581 
